Player,Season,MPPG,Outcome
Bismack Biyombo,2016-17,22.136,Not Successful
Bismack Biyombo,2017-18,18.232,Not Successful
Bogdan Bogdanovic,2017-18,27.885,Successful
Bojan Bogdanovic,2016-17,25.716,Successful
Trevor Booker,2017-18,17.029,Not Successful
Earl Boykins,2005-06,25.7,Successful
Mikal Bridges,2018-19,29.476,Successful
Miles Bridges,2018-19,21.2,Not Successful
Vince Carter,2011-12,25.279,Successful
Willie Cauley-Stein,2016-17,18.947,Not Successful
Willie Cauley-Stein,2019-20,20.315,Not Successful
Mario Chalmers,2010-11,22.557,Not Successful
Tyson Chandler,2009-10,22.804,Not Successful
Zach Collins,2018-19,17.61,Not Successful
Darren Collison,2009-10,27.75,Successful
Dante Cunningham,2013-14,20.185,Not Successful
Samuel Dalembert,2010-11,24.225,Successful
Carlos Delfino,2006-07,16.732,Not Successful
Gorgui Dieng,2017-18,16.873,Not Successful
Gorgui Dieng,2019-20,17.397,Not Successful
Keyon Dooling,2010-11,21.963,Not Successful
Jared Dudley,2007-08,18.959,Not Successful
Francisco Elson,2005-06,21.931,Not Successful
Kenneth Faried,2018-19,19.676,Not Successful
Derrick Favors,2010-11,19.679,Not Successful
Steve Francis,2006-07,28.114,Successful
Aaron Gordon,2017-18,32.914,Successful
Eric Gordon,2014-15,33.082,Successful
Jerami Grant,2016-17,19.138,Not Successful
Danny Green,2017-18,25.586,Successful
JaMychal Green,2018-19,21.092,Not Successful
Adrian Griffin,2005-06,23.942,Not Successful
Maurice Harkless,2015-16,18.679,Not Successful
Spencer Hawes,2011-12,24.865,Successful
Jarvis Hayes,2007-08,15.695,Not Successful
Brendan Haywood,2010-11,18.486,Not Successful
Robert Horry,2006-07,16.529,Not Successful
Zydrunas Ilgauskas,2010-11,15.903,Not Successful
Kyrie Irving,2019-20,32.9,Successful
Allen Iverson,2008-09,36.719,Successful
Justin Jackson,2018-19,19.926,Not Successful
Derrick Jones,2018-19,19.217,Not Successful
Cory Joseph,2013-14,13.765,Not Successful
Chris Kaman,2006-07,29.013,Successful
Carl Landry,2011-12,24.366,Successful
Walter McCarty,2003-04,24.675,Successful
TJ McConnell,2018-19,19.342,Not Successful
Doug McDermott,2018-19,17.403,Not Successful
Rodney McGruder,2016-17,25.205,Successful
Chris Mihm,2003-04,17.5,Not Successful
CJ Miles,2008-09,22.542,Not Successful
Andre Miller,2011-12,27.409,Successful
Jamario Moon,2009-10,17.246,Not Successful
Kelly Olynyk,2013-14,20,Not Successful
Zaza Pachulia,2004-05,18.878,Not Successful
Morris Peterson,2006-07,21.338,Not Successful
Quincy Pondexter,2014-15,23.907,Not Successful
Michael Porter,2019-20,16.418,Not Successful
Glenn Robinson,2019-20,28.806,Successful
Dennis Schroder,2018-19,29.291,Successful
Ramon Sessions,2012-13,27.082,Successful
Marcus Smart,2014-15,26.985,Successful
Marcus Smart,2015-16,27.328,Successful
Stromile Swift,2004-05,21.317,Not Successful
Wally Szczerbiak,2007-08,23.147,Not Successful
Kurt Thomas,2006-07,18.03,Not Successful
Jason Thompson,2010-11,23.307,Not Successful
PJ Tucker,2012-13,24.177,Successful
Charlie Ward,2003-04,17.634,Not Successful
Earl Watson,2007-08,29.09,Successful
Marvin Williams,2013-14,25.364,Successful
Sam Young,2010-11,20.218,Not Successful
Tyler Zeller,2017-18,16.803,Not Successful
Shareef Abdur-Rahim,2006-07,25.188,Successful
Goran Dragic,2009-10,18.025,Not Successful
Lavoy Allen,2014-15,16.984,Not Successful
Carlos Arroyo,2007-08,20.468,Not Successful
DJ Augustin,2009-10,18.4,Not Successful
DJ Augustin,2012-13,16.132,Not Successful
Vin Baker,2003-04,24.315,Successful
Renaldo Balkman,2006-07,15.647,Not Successful
Leandro Barbosa,2014-15,14.879,Not Successful
JJ Barea,2015-16,22.527,Not Successful
Harrison Barnes,2012-13,25.407,Successful
Jon Barry,2003-04,19.316,Not Successful
Tony Battie,2008-09,15.61,Not Successful
Khem Birch,2018-19,12.86,Not Successful
Nemanja Bjelica,2017-18,20.463,Not Successful
Steve Blake,2005-06,26.191,Successful
Mark Blount,2004-05,25.976,Successful
Mark Blount,2006-07,31.024,Successful
Kentavious Caldwell-Pope,2014-15,31.549,Successful
Sam Cassell,2006-07,24.259,Successful
Mario Chalmers,2014-15,29.6,Successful
Jordan Crawford,2013-14,22.951,Not Successful
Baron Davis,2010-11,28.431,Successful
Gorgui Dieng,2018-19,13.566,Not Successful
Spencer Dinwiddie,2016-17,22.61,Not Successful
Jeremy Evans,2013-14,18.318,Not Successful
Jordan Farmar,2009-10,17.976,Not Successful
Terrance Ferguson,2018-19,26.095,Successful
Evan Fournier,2016-17,32.853,Successful
Adonal Foyle,2005-06,23.688,Not Successful
Maurice Harkless,2013-14,24.375,Successful
Matt Harpring,2003-04,36.581,Successful
Matt Harpring,2007-08,18.079,Not Successful
Buddy Hield,2017-18,25.3,Successful
George Hill,2018-19,21.7,Not Successful
Richaun Holmes,2017-18,15.542,Not Successful
Al Horford,2013-14,33.034,Successful
Steven Hunter,2006-07,22.929,Not Successful
Brandon Ingram,2017-18,33.475,Successful
Allen Iverson,2003-04,42.5,Successful
Mike James,2006-07,25.232,Successful
Marko Jaric,2004-05,33.12,Successful
Al Jefferson,2015-16,23.319,Not Successful
Anthony Johnson,2008-09,18.513,Not Successful
Damian Jones,2019-20,16.127,Not Successful
Maxi Kleber,2017-18,16.75,Not Successful
Linas Kleiza,2006-07,18.835,Not Successful
Brandon Knight,2013-14,33.333,Successful
Furkan Korkmaz,2019-20,21.653,Not Successful
Carl Landry,2014-15,17.029,Not Successful
Zach LaVine,2018-19,34.46,Successful
Meyers Leonard,2014-15,15.4,Not Successful
Kevon Looney,2017-18,13.788,Not Successful
OJ Mayo,2014-15,23.901,Not Successful
Luc Mbah a Moute,2017-18,25.639,Successful
Doug McDermott,2015-16,22.975,Not Successful
Patty Mills,2019-20,22.5,Not Successful
Jameer Nelson,2013-14,32.044,Successful
Jameer Nelson,2016-17,27.267,Successful
Andres Nocioni,2008-09,26.197,Successful
Shaquille O'Neal,2006-07,28.375,Successful
Shaquille O'Neal,2007-08,28.656,Successful
Scott Padgett,2004-05,14.273,Not Successful
Elfrid Payton,2017-18,28.698,Successful
Mickael Pietrus,2007-08,19.939,Not Successful
Norman Powell,2016-17,18,Not Successful
Jason Richardson,2011-12,29.463,Successful
Clifford Robinson,2005-06,23.288,Not Successful
Nate Robinson,2011-12,23.373,Not Successful
Joe Smith,2006-07,23.123,Not Successful
Eric Snow,2006-07,23.524,Not Successful
Marreese Speights,2012-13,16.456,Not Successful
Thabo Sefolosha,2017-18,21.211,Not Successful
Jamaal Tinsley,2004-05,32.525,Successful
Jamaal Tinsley,2006-07,31.153,Successful
Anthony Tolliver,2015-16,18.625,Not Successful
Jake Tsakalidis,2005-06,14.353,Not Successful
Ime Udoka,2007-08,18.027,Not Successful
Greivis Vasquez,2014-15,24.28,Successful
David Wesley,2003-04,32.803,Successful
David West,2003-04,13.099,Not Successful
Chris Wilcox,2010-11,17.456,Not Successful
Damien Wilkins,2006-07,24.841,Successful
Deron Williams,2005-06,28.838,Successful
Marvin Williams,2005-06,24.709,Successful
Mo Williams,2011-12,28.308,Successful
Justise Winslow,2018-19,29.682,Successful
Nick Young,2010-11,31.781,Successful
Jeff Adrien,2013-14,18.132,Not Successful
Arron Afflalo,2015-16,33.394,Successful
Tony Allen,2004-05,16.39,Not Successful
Tony Allen,2007-08,18.307,Not Successful
Tony Allen,2013-14,23.236,Not Successful
Chris Andersen,2012-13,14.857,Not Successful
Alan Anderson,2014-15,23.568,Not Successful
Kyle Anderson,2016-17,14.167,Not Successful
Kyle Anderson,2018-19,29.791,Successful
Carlos Arroyo,2005-06,15.506,Not Successful
Omer Asik,2010-11,12.061,Not Successful
Chucky Atkins,2003-04,24.125,Successful
JJ Barea,2014-15,17.688,Not Successful
Tony Battie,2006-07,23.864,Not Successful
Jerryd Bayless,2009-10,17.622,Not Successful
Bradley Beal,2015-16,31.055,Successful
Bogdan Bogdanovic,2018-19,27.814,Successful
Malcolm Brogdon,2017-18,29.917,Successful
Rasual Butler,2009-10,32.951,Successful
Omri Casspi,2014-15,21.134,Not Successful
Mario Chalmers,2009-10,24.753,Successful
Tyson Chandler,2017-18,25.022,Successful
Wilson Chandler,2009-10,35.692,Successful
Chris Crawford,2003-04,21.554,Not Successful
Deyonta Davis,2017-18,15.21,Not Successful
Jared Dudley,2008-09,16.985,Not Successful
Reggie Evans,2007-08,23.198,Not Successful
Tyreke Evans,2011-12,34.317,Successful
Festus Ezeli,2015-16,16.739,Not Successful
Derrick Favors,2016-17,23.72,Not Successful
Raymond Felton,2015-16,27.4,Successful
CJ Miles,2010-11,25.244,Successful
Markelle Fultz,2019-20,27.722,Successful
Drew Gooden,2008-09,24.784,Successful
Maurice Harkless,2019-20,23.016,Not Successful
Devin Harris,2004-05,15.434,Not Successful
Devin Harris,2009-10,34.703,Successful
Trenton Hassell,2004-05,25.22,Successful
Brendan Haywood,2011-12,21.222,Not Successful
John Henson,2016-17,19.362,Not Successful
Nene Hilario,2011-12,28.462,Successful
Nene Hilario,2015-16,19.193,Not Successful
Solomon Hill,2016-17,29.675,Successful
Rodney Hood,2017-18,26.933,Successful
Kris Humphries,2012-13,18.323,Not Successful
Casey Jacobsen,2004-05,21.405,Not Successful
Al Jefferson,2004-05,14.803,Not Successful
Richard Jefferson,2013-14,26.988,Successful
Richard Jefferson,2015-16,17.919,Not Successful
Amir Johnson,2008-09,14.694,Not Successful
Cameron Johnson,2019-20,22.018,Not Successful
Joe Johnson,2015-16,33.37,Successful
Kosta Koufos,2011-12,16.5,Not Successful
Christian Laettner,2004-05,15.082,Not Successful
Jeremy Lamb,2015-16,18.591,Not Successful
Jeremy Lamb,2016-17,18.435,Not Successful
Jeremy Lamb,2019-20,28.065,Successful
Courtney Lee,2010-11,21.272,Not Successful
David Lee,2005-06,16.851,Not Successful
Jon Leuer,2015-16,18.731,Not Successful
Jeremy Lin,2011-12,26.857,Successful
Jeremy Lin,2014-15,25.77,Successful
Robin Lopez,2018-19,21.703,Not Successful
Tyronn Lue,2005-06,24.196,Successful
Mark Madsen,2003-04,17.306,Not Successful
Lauri Markkanen,2018-19,32.346,Successful
Kenyon Martin,2010-11,25.688,Successful
Wesley Matthews,2018-19,30.304,Successful
JaVale McGee,2017-18,9.462,Not Successful
Tracy McGrady,2008-09,33.743,Successful
Salah Mejri,2017-18,11.951,Not Successful
Khris Middleton,2013-14,30,Successful
Brad Miller,2006-07,28.302,Successful
Nazr Mohammed,2010-11,17.067,Not Successful
E'Twaun Moore,2016-17,24.932,Successful
Shabazz Muhammad,2015-16,20.512,Not Successful
Shabazz Muhammad,2016-17,19.436,Not Successful
Eduardo Najera,2005-06,22.641,Not Successful
Jermaine O'Neal,2013-14,20.068,Not Successful
CJ Miles,2013-14,19.294,Not Successful
Shaquille O'Neal,2010-11,20.324,Not Successful
Lamar Odom,2012-13,19.707,Not Successful
Zaza Pachulia,2009-10,13.962,Not Successful
Zaza Pachulia,2012-13,21.808,Not Successful
Otto Porter,2014-15,19.351,Not Successful
Julius Randle,2019-20,32.5,Successful
Mike Scott,2014-15,16.515,Not Successful
Brian Skinner,2003-04,28.161,Successful
JR Smith,2009-10,27.76,Successful
Joe Smith,2008-09,19.333,Not Successful
Marreese Speights,2011-12,22.417,Not Successful
Greg Stiemsma,2011-12,13.927,Not Successful
Peja Stojakovic,2009-10,31.403,Successful
Amar'e Stoudemire,2012-13,23.517,Not Successful
Rodney Stuckey,2009-10,34.233,Successful
Jared Sullinger,2012-13,19.822,Not Successful
Mirza Teletovic,2013-14,19.389,Not Successful
Garrett Temple,2015-16,24.388,Successful
Etan Thomas,2006-07,19.169,Not Successful
Jason Thompson,2008-09,28.085,Successful
Jason Thompson,2013-14,24.476,Successful
Anthony Tolliver,2014-15,18.842,Not Successful
Ekpe Udoh,2012-13,17.263,Not Successful
John Wall,2017-18,34.39,Successful
Earl Watson,2005-06,22.543,Not Successful
Arron Afflalo,2014-15,32.077,Successful
Gilbert Arenas,2003-04,37.564,Successful
Omer Asik,2011-12,14.712,Not Successful
DJ Augustin,2015-16,19,Not Successful
Renaldo Balkman,2008-09,14.717,Not Successful
Matt Barnes,2015-16,28.816,Successful
Andris Biedrins,2010-11,23.678,Not Successful
Keith Bogans,2009-10,19.734,Not Successful
Andrew Bogut,2008-09,31.222,Successful
Trevor Booker,2010-11,16.354,Not Successful
Carlos Boozer,2008-09,32.351,Successful
Jalen Brunson,2018-19,21.795,Not Successful
Rasual Butler,2006-07,27.444,Successful
Rasual Butler,2014-15,20.067,Not Successful
Matt Carroll,2005-06,16.346,Not Successful
Jae Crowder,2017-18,26.125,Successful
Ed Davis,2013-14,15.175,Not Successful
Cheick Diallo,2018-19,14,Not Successful
Ike Diogu,2005-06,14.942,Not Successful
Wayne Ellington,2018-19,24.472,Successful
Monta Ellis,2011-12,36.552,Successful
James Ennis,2018-19,21.207,Not Successful
Maurice Evans,2006-07,22.789,Not Successful
Raymond Felton,2005-06,30.075,Successful
Devean George,2005-06,21.718,Not Successful
Daniel Gibson,2009-10,19.071,Not Successful
Taj Gibson,2019-20,16.532,Not Successful
Eric Gordon,2018-19,31.735,Successful
JaMychal Green,2015-16,18.538,Not Successful
JaMychal Green,2017-18,28.036,Successful
Tim Hardaway,2017-18,33.07,Successful
Gary Harris,2018-19,28.754,Successful
Trenton Hassell,2006-07,29.25,Successful
Willy Hernangomez,2018-19,14,Not Successful
Nene Hilario,2017-18,14.577,Not Successful
Kirk Hinrich,2008-09,26.255,Successful
Rondae Hollis-Jefferson,2016-17,22.577,Not Successful
Rodney Hood,2016-17,27,Successful
Rodney Hood,2018-19,26.292,Successful
Juwan Howard,2009-10,22.356,Not Successful
Steven Hunter,2004-05,13.763,Not Successful
Jarrett Jack,2014-15,28.013,Successful
Casey Jacobsen,2003-04,23.436,Not Successful
Antawn Jamison,2010-11,32.893,Successful
Jared Jeffries,2004-05,26.065,Successful
James Johnson,2011-12,25.177,Successful
Wesley Johnson,2015-16,20.825,Not Successful
Fred Jones,2005-06,27.015,Successful
Luke Kennard,2017-18,20.041,Not Successful
Kyle Korver,2009-10,18.308,Not Successful
Kosta Koufos,2016-17,19.986,Not Successful
Zach LaVine,2015-16,27.976,Successful
Shaun Livingston,2012-13,22.045,Not Successful
Shaun Livingston,2016-17,17.697,Not Successful
Lauri Markkanen,2019-20,29.84,Successful
Wesley Matthews,2017-18,33.825,Successful
Jason Maxiell,2009-10,20.395,Not Successful
Doug McDermott,2016-17,22.848,Not Successful
CJ Miles,2012-13,20.985,Not Successful
Mike Miller,2012-13,15.254,Not Successful
Mikki Moore,2004-05,15.919,Not Successful
Dejounte Murray,2019-20,25.561,Successful
Jermaine O'Neal,2008-09,29.809,Successful
Patrick Patterson,2017-18,15.488,Not Successful
Miles Plumlee,2014-15,16.356,Not Successful
Chris Quinn,2007-08,22.333,Not Successful
Malik Rose,2004-05,19.408,Not Successful
Brandon Rush,2010-11,26.179,Successful
Bryon Russell,2004-05,14.657,Not Successful
Dennis Schroder,2017-18,31.015,Successful
Mike Scott,2013-14,18.525,Not Successful
Landry Shamet,2019-20,27.396,Successful
Tony Snell,2019-20,27.814,Successful
Darius Songaila,2003-04,13.37,Not Successful
Tyrus Thomas,2009-10,22.593,Not Successful
Hollis Thompson,2014-15,25.014,Successful
Tristan Thompson,2018-19,27.86,Successful
Evan Turner,2017-18,25.747,Successful
Von Wafer,2008-09,19.444,Not Successful
CJ Watson,2011-12,23.653,Not Successful
Earl Watson,2009-10,29.392,Successful
Clarence Weatherspoon,2003-04,16.692,Not Successful
David West,2016-17,12.559,Not Successful
Chris Wilcox,2003-04,20.615,Not Successful
Derrick Williams,2013-14,23.333,Not Successful
Jerome Williams,2004-05,15.329,Not Successful
Lou Williams,2013-14,24.083,Successful
Justise Winslow,2017-18,24.706,Successful
Metta World Peace,2011-12,26.875,Successful
Cody Zeller,2013-14,17.268,Not Successful
Tyler Zeller,2013-14,14.986,Not Successful
Quincy Acy,2015-16,14.847,Not Successful
Lavoy Allen,2012-13,21.127,Not Successful
Kyle Anderson,2019-20,19.851,Not Successful
Ryan Anderson,2008-09,19.879,Not Successful
Trevor Ariza,2018-19,34.043,Successful
Trevor Ariza,2019-20,28.17,Successful
Carlos Arroyo,2006-07,18.111,Not Successful
Mohamed Bamba,2019-20,14.161,Not Successful
Andrea Bargnani,2010-11,35.652,Successful
Marco Belinelli,2018-19,22.975,Not Successful
Travis Best,2004-05,19.224,Not Successful
Eric Bledsoe,2015-16,34.161,Successful
Keith Bogans,2008-09,19.569,Not Successful
Matt Bonner,2012-13,13.368,Not Successful
Avery Bradley,2014-15,31.532,Successful
Omri Casspi,2009-10,25.078,Successful
Omri Casspi,2010-11,23.972,Not Successful
Mike Conley,2019-20,29,Successful
Pat Connaughton,2017-18,18.146,Not Successful
Robert Covington,2018-19,34.371,Successful
Marquis Daniels,2004-05,23.533,Not Successful
Glen Davis,2007-08,13.623,Not Successful
DeMar DeRozan,2011-12,35.016,Successful
Travis Diener,2007-08,20.545,Not Successful
Toney Douglas,2015-16,20.689,Not Successful
TJ Ford,2005-06,35.514,Successful
Dan Gadzuric,2005-06,11.959,Not Successful
Ryan Gomes,2008-09,31.878,Successful
Ryan Gomes,2010-11,27.566,Successful
Eric Gordon,2013-14,32.141,Successful
Jerian Grant,2016-17,16.317,Not Successful
Willie Green,2012-13,16.5,Not Successful
Devin Harris,2015-16,20,Not Successful
Devin Harris,2017-18,18.873,Not Successful
Lucious Harris,2003-04,21.797,Not Successful
Udonis Haslem,2007-08,36.837,Successful
Justin Holiday,2016-17,19.988,Not Successful
Steven Hunter,2005-06,19.014,Not Successful
Zydrunas Ilgauskas,2009-10,20.922,Not Successful
Jonathan Isaac,2019-20,28.824,Successful
Bobby Jackson,2006-07,23.75,Not Successful
Reggie Jackson,2012-13,14.186,Not Successful
James Jones,2004-05,17.733,Not Successful
Luke Kennard,2018-19,22.81,Not Successful
Michael Kidd-Gilchrist,2018-19,18.422,Not Successful
Kyle Korver,2019-20,16.552,Not Successful
Alex Len,2019-20,17.636,Not Successful
Tyronn Lue,2006-07,26.571,Successful
George Lynch,2003-04,21.808,Not Successful
Ben McLemore,2014-15,32.561,Successful
Paul Millsap,2017-18,30.079,Successful
Mike Muscala,2018-19,20.406,Not Successful
Gary Neal,2011-12,21.536,Not Successful
Jameer Nelson,2004-05,20.405,Not Successful
Andres Nocioni,2004-05,23.358,Not Successful
Dirk Nowitzki,2016-17,26.37,Successful
Kyle O'Quinn,2013-14,17.217,Not Successful
Kendrick Perkins,2012-13,25.051,Successful
Tayshaun Prince,2014-15,24.086,Successful
Josh Richardson,2015-16,21.288,Not Successful
Austin Rivers,2016-17,27.757,Successful
Glenn Robinson,2016-17,20.681,Not Successful
Derrick Rose,2019-20,25.96,Successful
Jalen Rose,2005-06,27.542,Successful
Brandon Rush,2009-10,30.378,Successful
Dennis Schroder,2014-15,19.688,Not Successful
Luis Scola,2013-14,17.061,Not Successful
Mike Scott,2017-18,18.5,Not Successful
Mike Scott,2019-20,17.75,Not Successful
Thabo Sefolosha,2014-15,18.769,Not Successful
Collin Sexton,2019-20,32.969,Successful
JR Smith,2011-12,27.629,Successful
Darius Songaila,2005-06,21.435,Not Successful
Rodney Stuckey,2012-13,28.566,Successful
Stromile Swift,2005-06,20.364,Not Successful
